reactions	FOCUS_401	FOCUS_402	FOCUS_410	FOCUS_413	FOCUS_414	FOCUS_417	FOCUS_428	FOCUS_431	FOCUS_433	FOCUS_444	FOCUS_445	FOCUS_450	FOCUS_454	FOCUS_457	FOCUS_461	FOCUS_463	FOCUS_488	FOCUS_498	FOCUS_509	FOCUS_528	FOCUS_541	FOCUS_546	FOCUS_547	FOCUS_551	FOCUS_554	FOCUS_558	FOCUS_562	FOCUS_564	FOCUS_570	FOCUS_579	FOCUS_582	FOCUS_586	FOCUS_592	FOCUS_597	FOCUS_609	FOCUS_610	FOCUS_621	FOCUS_625	FOCUS_626	FOCUS_632	FOCUS_659	FOCUS_665	FOCUS_667	FOCUS_672	FOCUS_676	FOCUS_679	FOCUS_688	FOCUS_697	FOCUS_698	FOCUS_701	FOCUS_711	FOCUS_713	FOCUS_725	FOCUS_733	FOCUS_754	FOCUS_763	FOCUS_780	FOCUS_784	FOCUS_786	FOCUS_795	FOCUS_796	FOCUS_804	FOCUS_805	FOCUS_806	FOCUS_812	FOCUS_827	FOCUS_831	FOCUS_832	FOCUS_833	FOCUS_838	FOCUS_846	FOCUS_848	FOCUS_857	FOCUS_871	FOCUS_874	FOCUS_885	FOCUS_889	FOCUS_900	FOCUS_905	FOCUS_911	FOCUS_921	FOCUS_925	FOCUS_930	FOCUS_931	FOCUS_939	FOCUS_940	FOCUS_957
K00805	1041.33	2119.16	1817.83	1564	442	664.17	2188	5897.66	901.33	1002.5	1385	1190.17	1059.67	1185	2574.17	1977.99	1003.33	1183.5	654.32	1293.58	1848.84	1117.01	2316.26	599.33	1429.75	3302.92	1132.83	2302.33	2237.58	2124.08	3161.5	1697.33	1614	243.33	2420.33	1973.5	589.83	2811.66	1609.42	966.83	2257.75	2557	782.5	636.67	1044.67	2143.25	1254.83	3660.84	1515.25	3730.84	1907.67	928.58	1236.75	823.99	782.83	1997.42	888.83	1416.91	708.58	2226	2212	4819.83	1655.5	760.92	1426.33	1160.66	2019.42	1716.67	2597	2600.08	946.13	1556.83	1096.42	1001.5	1563.58	1901.33	1567.5	1097.33	1941	1202.34	1727	3268.34	1917.67	2419.84	1692.91	1307.16	961.5
K00806	475.08	407.66	521.83	733.58	145.25	351	142	364.83	717.58	178.75	211.5	80.67	59	285.75	1691.42	147.74	504.16	377.5	318.82	128.83	168.84	82.92	469.51	109.83	110.25	49.67	463.33	671.08	173.75	456.83	1030	234.33	716.75	202.83	925.58	71.75	232.33	224.49	307.67	160.75	223	246.75	118.42	157.42	305.42	139.67	183.75	614.09	262.58	2368	138.67	409.58	244.25	377.66	218.83	298.17	140.33	291.91	92.91	1064.75	399.25	4588.58	494.25	220.34	778.33	506.41	874.5	250.59	1159	1926	124.13	794.33	527.34	409.83	385	30.58	690.25	373.83	193.5	761.67	85.5	231.34	881.34	1629.84	928.83	152.33	130
K00810	0	0	106.5	17.2	96	0	0	10.75	0	0	0.25	0	153	0	7	0	1.5	25	4	0	64.75	292	18.92	0	0	1.25	93.75	0	86.5	0	0	0	0.25	448	0	0.25	96.83	2	175	3	6	0.75	6	2	0	3.5	0	0	6	128	0	1.25	104.25	66.25	0	3.25	1.5	511.83	0	0	43	0	0	48	11	13	0	0	0	4.42	162.5	89	0.25	5.25	163.25	0	1	1	128	5	0	0	17	2	0	0	241.5
K00811	5984.44	4086.87	3453.82	7573.12	5568.18	7547.83	5618.47	7184.69	5476.6	3520.73	4487.48	5038.96	3597.42	6172.95	5926.9	3049.96	3427.13	6736.43	3342.96	2946.38	4347.49	4124.99	5318.27	4955.21	3059.81	5755.64	7483.8	6001.68	5916.32	6095.53	6925.37	7491.63	3566.12	2660.73	4733.74	7662.05	5150.96	5395.73	5205.59	6635.28	4861.94	6293.58	6084.03	4975.18	6152.59	5664.41	6071.73	6615.49	7647.63	7634.89	5851.82	5493.23	4622.63	8075.92	2744.53	4317.37	2036.38	4899.82	6532.98	3832.85	6467.98	8658.73	6170.83	7845.34	6003.13	6825.33	5665.59	6258.6	5127.39	5735.15	4810.63	4551.09	5150.51	6495.4	7957.78	7882.43	3557.45	3483.39	2742.75	7062.15	7947.12	5937.97	7264.67	3888.79	6065.46	6280.35	3314.13
K00812	5984.44	4086.87	3453.82	7573.12	5568.18	7547.83	5618.47	7184.69	5476.6	3520.73	4487.48	5038.96	3597.42	6172.95	5926.9	3049.96	3427.13	6736.43	3342.96	2946.38	4347.49	4124.99	5318.27	4955.21	3059.81	5755.64	7483.8	6001.68	5916.32	6095.53	6925.37	7491.63	3566.12	2660.73	4733.74	7662.05	5150.96	5395.73	5205.59	6635.28	4861.94	6293.58	6084.03	4975.18	6152.59	5664.41	6071.73	6615.49	7647.63	7634.89	5851.82	5493.23	4622.63	8075.92	2744.53	4317.37	2036.38	4899.82	6532.98	3832.85	6467.98	8658.73	6170.83	7845.34	6003.13	6825.33	5665.59	6258.6	5127.39	5735.15	4810.63	4551.09	5150.51	6495.4	7957.78	7882.43	3557.45	3483.39	2742.75	7062.15	7947.12	5937.97	7264.67	3888.79	6065.46	6280.35	3314.13
K00813	5984.44	4086.87	3453.82	7573.12	5568.18	7547.83	5618.47	7184.69	5476.6	3520.73	4487.48	5038.96	3597.42	6172.95	5926.9	3049.96	3427.13	6736.43	3342.96	2946.38	4347.49	4124.99	5318.27	4955.21	3059.81	5755.64	7483.8	6001.68	5916.32	6095.53	6925.37	7491.63	3566.12	2660.73	4733.74	7662.05	5150.96	5395.73	5205.59	6635.28	4861.94	6293.58	6084.03	4975.18	6152.59	5664.41	6071.73	6615.49	7647.63	7634.89	5851.82	5493.23	4622.63	8075.92	2744.53	4317.37	2036.38	4899.82	6532.98	3832.85	6467.98	8658.73	6170.83	7845.34	6003.13	6825.33	5665.59	6258.6	5127.39	5735.15	4810.63	4551.09	5150.51	6495.4	7957.78	7882.43	3557.45	3483.39	2742.75	7062.15	7947.12	5937.97	7264.67	3888.79	6065.46	6280.35	3314.13
K00814	0	0	106	13.12	1.5	0	0	0	0	2	0	0	148	0	7	0	0	25	4	0	61	292	0	0	0	0	61	0	10.5	0	0	0	0	448	0	0	87.83	0	175	0	5	0	6	2	0	0	0	0	0	125	0	1	64	5	0	0	1.5	66	0	0	43	0	0	4	11	13	0	0	0	3	156.5	89	0.25	0	162	0	13	0	128	0	0	0	17	14.5	0	0	193.5
K00815	5974.34	4075.37	3306.28	7565.79	5564.08	7544.83	5610.47	7155.79	5473.1	3513.93	4440.88	5029.46	3459.42	6172.45	5926.5	3025.46	3389.7	6735.63	3294.46	2943.58	4343.66	4112.12	5272.24	4951.81	3058.21	5755.64	7477.8	5976.28	5892.99	6059.63	6890.87	7489.03	3561.52	2659.23	4718.24	7647.85	5120.76	5380.33	5195.04	6630.08	4849.99	6289.98	6075.83	4967.28	6101.09	5662.01	6068.73	6547.66	7642.66	7627.89	5830.42	5454.03	4599.3	8073.32	2726.33	4282.17	2031.08	4888.32	6399.48	3829.05	6463.68	8647.13	6168.33	7834.34	5809.53	6818.33	5664.19	6252.2	5125.79	5730.35	4807.13	4547.19	5137.01	6479.7	7837.98	7882.43	3509.65	3470.49	2734.25	6969.75	7945.12	5927.44	7241.22	3864.49	6054.66	6280.15	3296.03
K00817	5974.34	4075.37	3306.28	7565.79	5564.08	7544.83	5610.47	7155.79	5473.1	3513.93	4440.88	5029.46	3459.42	6172.45	5926.5	3025.46	3389.7	6735.63	3294.46	2943.58	4343.66	4112.12	5272.24	4951.81	3058.21	5755.64	7477.8	5976.28	5892.99	6059.63	6890.87	7489.03	3561.52	2659.23	4718.24	7647.85	5120.76	5380.33	5195.04	6630.08	4849.99	6289.98	6075.83	4967.28	6101.09	5662.01	6068.73	6547.66	7642.66	7627.89	5830.42	5454.03	4599.3	8073.32	2726.33	4282.17	2031.08	4888.32	6399.48	3829.05	6463.68	8647.13	6168.33	7834.34	5809.53	6818.33	5664.19	6252.2	5125.79	5730.35	4807.13	4547.19	5137.01	6479.7	7837.98	7882.43	3509.65	3470.49	2734.25	6969.75	7945.12	5927.44	7241.22	3864.49	6054.66	6280.15	3296.03
K00818	5352.84	3340.04	2949.95	6535.79	1856.91	5360.33	5456.47	7038.79	3417.1	3111.93	4137.38	3570.54	2921.92	5122.45	5273	2893.22	1977.04	5078.63	2500.97	2552.08	4289.99	3201.95	3678.4	4756.48	2936.21	5185.64	6342.8	5302.45	4988.82	5320.8	4331.87	6885.7	2051.52	2170.23	4099.74	6984.85	3387.93	5048.67	4759.04	6110.08	4517.74	5468.65	5963.83	4232.28	4731.42	5053.01	4931.23	5825.57	7476.08	6310.89	4954.92	5167.7	3194.3	7504.49	2477.83	3700	1870.58	3823.32	5583.15	2711.55	5753.68	7886.3	5600	4735.67	4631.53	6232	4556.36	5457.53	4225.29	5067.35	4106.33	3563.69	4780.67	5677.37	6947.82	7327.6	2704.65	3026.99	2536.25	6590.25	7704.12	5800.1	7068.88	1933.65	5996.33	5124.32	3112.2
K00819	63.66	50.33	13.67	19.67	19.33	53.34	11	3.67	141	69.33	61.33	18.67	22.33	10	9	5	26.34	45	21.67	22.33	5.67	6	26	34	5.33	33.67	17.67	4	45.67	21	1	0	0	37	30.66	6.67	82.67	13	30.67	18	83.67	0	4.33	22.01	12.67	30.33	5	0.67	12.66	154	6	20	23	11.33	0	19	14	57.66	12	6	25.33	8	71.33	48.67	10.33	40.34	38.67	4.33	27.67	14	12.8	92.66	21.34	17	25	0	7.33	65.33	1.33	15.33	4.67	0	10.67	5.33	0	76.99	16
K00820	3026.26	2819.41	2466.54	2776.37	4323.6	4079.26	2435.17	6698.15	3390	1697.63	3026.18	3747.59	2035.5	2534	3960.4	2790.99	2154.43	2695.3	1902.41	2066.88	2075.92	2459.21	4186.04	1192.73	1595.18	4005.17	3119.92	3217.48	3933.17	3010.98	5898.67	2302.93	2641.85	1558.5	3264.83	3325.62	2797.53	3494.98	2859.47	2600.03	2923.87	3796.01	1246.61	2651.41	2697.84	3299.31	2847.33	4442.34	1882.63	5700.09	3019.4	1607.03	3079.83	5986.34	1715.7	2435.37	1216.3	2785.24	1850.25	2799.3	3777.63	6424.93	2453.16	4051.17	2979.93	2307	3297.82	2586.23	3567.27	4133.47	2092.3	2965.81	1876.51	1772.7	3163.8	2495.83	2317.63	2079.73	2451.83	2958.48	2554.17	3748.87	2275.79	2862.47	2530.71	2868.35	1503.93
K00821	5352.84	3340.04	2949.95	6535.79	1858.91	5360.33	5456.47	7038.79	3417.1	3111.93	4137.38	3570.54	2922.92	5122.45	5273	2893.22	1977.04	5080.63	2500.97	2552.08	4289.99	3201.95	3686.4	4756.48	2936.21	5188.64	6342.8	5302.45	4989.82	5320.8	4331.87	6885.7	2051.52	2170.23	4099.74	6984.85	3387.93	5048.67	4759.04	6110.08	4517.74	5468.65	5963.83	4232.28	4731.42	5053.01	4931.23	5825.57	7476.08	6310.89	4954.92	5172.7	3194.3	7504.49	2477.83	3700	1870.58	3823.32	5583.15	2711.55	5753.68	7886.3	5600	4735.67	4642.53	6232	4556.36	5457.53	4225.29	5067.35	4106.33	3563.69	4780.67	5677.37	6947.82	7327.6	2704.65	3028.99	2536.25	6590.25	7704.12	5800.1	7068.88	1933.65	5996.33	5124.32	3112.2
K00822	0	0	0	3.33	5.5	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.67	0	0	0	62.5	0	0.5	0	0	0	0	0	0	0	9	2	0	3	1	0	0	2	0	0	0	0	2	1	0	0	0	0	0	0	0	6.33	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	1	0	1	1	0	1	0	0	0	2	0	0	0
K00823	0	0	357	3.33	5	0	0	8	402	0	0	24	147	0	7	0	0	25	4	0	61	292	12.67	0	0	0	41.5	0	10	0	0	0	0	448	0	0	34	2	175	3	6	0	6	0	0	0	2	0	2	126	0	1	64	1	0	0	1.5	167.83	0	0	43	0	0	0	11	13	0	0	0	0	156.5	89	0	5	163	0	1	1	0	1	0	0	17	2	0	0	193.5
K00824	264	271.5	63.5	44	104.5	33	45	30	100	402	47	60	380	8	48	52	91	507	8	217	0	17	54.5	90.5	182.5	82	60	15	88	363.5	556	77	28	36	139	44	47	17.5	115	49	64	29.5	50	132	53	43	84	57.5	49	238.5	226	15	661	48	197	398	119	740	7	39	111.5	5	114	63	29	28	60	36.5	7	83.5	256	77	23	152.5	28	13	187	27.5	53.5	28	3	18	22	24	6.5	58.5	17
K00826	4813.44	4074.54	3452.82	7564.12	5556.51	6419.83	5451.97	6998.69	5472.6	3507.73	3595.48	4269.79	3588.92	5876.45	5240.9	3034.22	4821.13	6684.43	4577.97	2924.63	4291.49	4116.99	5218.35	4940.88	3047.81	5711.39	7033.8	5989.35	5318.57	6076.95	5780.37	7420.3	3514.12	2658.73	4707.24	7101.55	5041.96	5376.4	5009.34	6195.28	4929.69	6253.08	5924.53	4972.18	6140.92	5229.66	5997.23	6522.9	7524.13	7610.39	5833.32	5421.98	4740.38	3875.92	1983.53	4173.45	2029.38	5094.07	6490.65	3842.35	5930.98	8649.4	6179.33	7795.17	5968.63	6792.33	5632.76	6189.43	4800.39	4800.4	4418.63	4541.84	4673.92	6484.07	7604.87	7857.1	3395.45	3353.89	2614.75	6110.15	7486.12	5916.63	7172.33	3875.45	5595.88	6268.35	3306.13
K00827	75.33	396.33	10	242.45	56.33	10	90	445.33	74.33	95	199	110.5	46.5	539.5	92.67	308	55	190	196.33	291.08	608.67	237	629.92	84	174	943.92	26.33	581	59.58	175.25	242	4	390	37.33	128.83	96.5	126.83	227.33	106.92	17	164	573.17	83.17	137.67	223	40.42	155	636	52.75	97.5	229.17	126.25	118.25	4.33	134.33	513.75	77.33	124.41	55.33	331.5	80	32	25.17	107.17	90.83	185.33	177.17	174.17	92	398.08	99.13	89.58	15.5	357	6.25	59	320	23.33	318	265.67	731	955	144	177	178.25	66	399.67
K00830	75.33	396.33	10	242.45	56.33	10	90	445.33	74.33	95	199	110.5	46.5	539.5	92.67	308	55	190	196.33	291.08	608.67	237	629.92	84	174	943.92	26.33	581	59.58	175.25	242	4	390	37.33	128.83	96.5	126.83	227.33	106.92	17	164	573.17	83.17	137.67	223	40.42	155	636	52.75	97.5	229.17	126.25	118.25	4.33	134.33	513.75	77.33	124.41	55.33	331.5	80	32	25.17	107.17	90.83	185.33	177.17	174.17	92	398.08	99.13	89.58	15.5	357	6.25	59	320	23.33	318	265.67	731	955	144	177	178.25	66	399.67
K00831	5976.34	4086.87	3317.95	7564.79	5565.08	7547.83	5612.3	7175.29	5410.6	3485.43	4472.88	4896.96	3562.42	6168.95	5927.5	3056.96	4791.54	6590.63	4746.71	2746.58	4334.49	4109.45	5272.07	4945.81	3048.21	5772.14	7458.8	5973.28	5863.57	6076.13	6920.87	7487.03	3562.52	2657.23	4713.57	7658.85	5145.43	5380	5194.54	6635.08	4966.24	6279.32	6075.83	4973.78	6093.09	5661.01	6068.73	6362.16	7637.33	7632.89	5673.42	5440.7	4183.3	8070.99	2745.33	4164.17	1990.08	5006.82	6517.98	3855.05	6466.18	8589.63	6188.5	7844.59	5971.03	6808.5	5657.19	6123.2	5120.29	5723.35	4809.83	4548.69	4784.51	6479.2	7924.32	7882.43	3354.15	3416.32	2730.25	6924.75	7946.12	5913.44	7241.22	3867.99	5619.66	6222.82	3176.2
K00832	5984.44	4075.37	3450.32	7568.12	5565.68	7544.83	5615.47	7160.19	5473.1	3515.73	4441.48	5030.46	3459.42	6172.45	5926.9	3028.46	3424.63	6736.43	3298.46	2944.38	4346.99	4120.99	5291.27	4954.21	3058.81	5755.64	7482.8	6001.68	5914.32	6075.03	6890.87	7491.63	3563.12	2660.23	4723.24	7648.05	5123.96	5395.73	5200.09	6630.28	4854.44	6293.58	6084.03	4967.68	6141.09	5662.41	6068.73	6606.99	7647.63	7628.89	5831.82	5493.23	4613.63	8074.92	2730.53	4307.37	2034.38	4889.32	6412.48	3830.85	6465.48	8648.73	6168.33	7834.34	5832.63	6821.33	5665.59	6258.6	5126.39	5735.15	4807.13	4547.59	5137.01	6491.9	7846.78	7882.43	3554.95	3474.89	2742.75	7062.15	7946.12	5937.97	7264.67	3884.29	6055.46	6280.35	3310.63
K00833	1724.24	405.49	679.05	220.99	464.08	1460.34	421.75	291.63	1060.58	390.58	1409.58	1188.34	479.33	434.75	1735.17	440.11	208.09	654.75	589.74	702.41	146.09	367.25	422.09	354.58	498.96	463.34	1068.75	241.33	1089.75	853.58	1403.5	156.33	106.62	621.33	231.37	992.67	696.38	250.28	773.34	1384.75	443.54	179.17	1117.75	341.18	280.09	584	449.25	430.26	173.66	888.75	582.67	264.5	1325.25	4615.91	1120.58	646.92	234.58	1100.57	589.91	92.25	895.33	403.08	284.25	120.01	167.66	398.67	473.17	771.67	44.67	1098.33	896.63	852.24	782.93	506.58	456	833.58	400.7	381.16	389.58	1149.25	584.42	114.34	606.01	152.42	1536.58	552.24	591.92
K00835	1184.33	1.33	106	16.45	34.33	1081	51	187.33	19.33	39	889	755	148	302	698.67	132	1.5	25	422.33	12.33	85.67	292	12.67	7	86	54.67	505.83	9	632.83	51	1142	0	41	452.33	11.33	531	151.83	5.33	380.67	410	60	2.67	219.67	37.67	10	421.17	52	0	10	135	19.67	35	111.5	4244.83	769.33	0	20.83	515.16	0.33	0	581	0	9.67	48.67	54.33	37.33	0.67	162.67	0	932.33	474.83	102.33	0.25	143	170	0	7	103.33	249	1004.67	460	0	17	2	0	1	252.17
K00838	5974.34	4075.37	3306.28	7565.79	5564.08	7544.83	5610.47	7155.79	5473.1	3513.93	4440.88	5029.46	3459.42	6172.45	5926.5	3025.46	3389.7	6735.63	3294.46	2943.58	4343.66	4112.12	5272.24	4951.81	3058.21	5755.64	7477.8	5976.28	5892.99	6059.63	6890.87	7489.03	3561.52	2659.23	4718.24	7647.85	5120.76	5380.33	5195.04	6630.08	4849.99	6289.98	6075.83	4967.28	6101.09	5662.01	6068.73	6547.66	7642.66	7627.89	5830.42	5454.03	4599.3	8073.32	2726.33	4282.17	2031.08	4888.32	6399.48	3829.05	6463.68	8647.13	6168.33	7834.34	5809.53	6818.33	5664.19	6252.2	5125.79	5730.35	4807.13	4547.19	5137.01	6479.7	7837.98	7882.43	3509.65	3470.49	2734.25	6969.75	7945.12	5927.44	7241.22	3864.49	6054.66	6280.15	3296.03
K00840	0	0	0	16.45	3.5	0	0	3	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	12.67	0	0	0	14.5	0	70	0	0	0	0	0	0	0	71.83	2	0	0	1	0	0	0	0	3.5	0	0	2	1	0	0	38.5	60.5	0	0	0	445.83	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0.25	5	1	0	1	1	128	1	0	0	0	2	0	0	48
K00841	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00844	4409.84	4017.04	3033.78	6860.04	4515.91	5415.83	5502.8	7145.54	3730.6	3430.43	3534.63	4010.04	3538.92	5408.95	4675.5	2867.97	3579.87	5933.63	4419.72	2534.58	4255.91	4071.79	5221.82	4901.48	3024.21	5608.89	6605.05	5366.95	5162.07	5851.8	4750.2	7303.7	2698.27	2606.23	3830.57	7102.6	3764.76	5268	4889.54	5602.08	4897.24	5890.9	5876.83	4930.78	5991.42	4989.01	5737.73	5869.82	7523.66	5295.39	5620.42	5139.28	4024.05	3537.07	1846.33	4074.25	1797.08	4824.82	5594.15	2811.05	5709.18	4037.3	5959.83	6868.92	5264.03	6435.5	5041.86	6021.53	4269.29	2972.93	4540.63	3939.19	4574.17	6388.62	7820.4	7785.1	2744.15	3166.49	2402.25	5618.42	7357.12	5874.6	6432.88	2218.65	4978.33	5739.15	3169.53
K00845	4293.84	3948.04	2767.45	6687.37	4446.91	5252.83	4543.3	2310.54	3663.6	3296.43	3328.63	3355.54	3502.42	5220.45	4670.5	2471.22	3562.04	5867.63	4405.72	2441.83	3736.91	3372.45	3984.4	4628.48	2850.21	5043.64	6456.05	5212.95	3236.15	4666.55	4674.2	6151.7	2610.27	2575.23	2665.07	5549.1	3577.76	4148.67	4596.29	5364.08	3587.24	5491.07	5497.33	4791.78	5794.42	3268.93	5095.23	5027.57	6871.16	5197.89	4487.92	5029.03	3979.8	3460.74	1652.33	3917	1562.08	4681.07	5594.15	2691.55	5487.18	3985.3	5700.33	6611.09	4961.53	6336.5	4897.36	4675.7	4238.29	2890.18	4340.83	3296.94	4526.92	6375.62	6831.48	7271.1	2588.15	2557.49	2257.25	5608.42	7200.12	5479.6	6114.88	2064.15	4917.08	5397.15	2790.2
K00848	291.75	150	416.38	313.99	227.25	315	1238.75	4858.38	309.25	249.25	632	858	562.5	435.75	178.5	448.12	136.25	152.25	128.75	302.75	606	1049.92	1443.67	489.75	417.88	905.75	304.5	674	2279.25	1418.75	276.5	1212	166.37	591	1247.38	1929.75	597.71	1380.12	676	568.75	1589.62	636.58	1223.75	296.5	394.25	1802.33	881.25	896.75	736	735.25	1249	326.75	429	135.5	351.25	653	283.25	833.58	454	420.25	470.5	250.75	486.25	290.58	371	376	743.75	1726.83	80	154.25	507.5	1205	809.25	117.75	1366.42	1278.25	292.37	801.5	364.75	120.25	219.75	689	844	242.75	1066.75	667.75	719.25
K00849	3760.84	3605.29	2696.95	6233.79	1644.91	4215.08	5384.47	6940.54	2878.1	3332.43	3283.63	2627.04	3282.42	4912.95	4009.5	2648.47	2337.04	5305.13	2014.47	2260.33	4244.74	3175.62	3565.9	4715.48	2907.21	5127.64	5808.05	5394.2	4371.9	5023.55	4556.7	6686.7	2676.27	2114.73	3267.74	6384.1	3196.93	4976.42	4413.79	5027.08	4467.99	5454.4	5687.08	4201.28	4678.42	4648.26	4714.73	6056.32	7172.83	4060.64	4769.42	4987.2	2895.3	2655.24	1834.83	4090.5	1746.58	4101.57	5420.65	3466.05	5288.68	3118.8	5406.5	4727.67	3919.53	5794.5	3980.86	5263.03	3121.29	2545.35	3774.33	2832.19	4322.92	5731.12	6598.65	7273.6	3180.65	2734.16	2341.25	5212.67	7249.12	5792.6	6197.88	3468.65	4783.08	4986.32	3023.2
K00850	5580.94	4021.87	3503.82	6892.12	4582.18	6439.83	5548.8	7165.44	4135.6	3409.23	4439.23	4786.71	3554.42	5781.95	5309.9	3039.96	3930.13	5888.93	4697.71	2645.38	4269.74	4078.99	5245.02	4915.21	3029.81	5709.89	7030.05	5475.68	5766.57	5837.53	5882.87	7318.63	2741.87	2606.23	3861.57	7598.8	3704.96	5225.73	5050.59	6599.28	4937.94	5919.5	6032.03	4912.18	6109.59	5438.41	5868.73	6402.49	7542.63	5538.89	5571.82	5190.48	4039.38	7416.17	2709.53	4303.12	1796.38	4824.82	5744.98	3606.85	6247.98	3897.23	5959.83	6910.59	5303.13	6401.83	5080.59	6043.6	4283.89	4012.9	4745.63	3885.59	4954.51	6403.4	7837.53	7765.43	3527.45	3269.22	2561.75	6589.15	7824.12	5909.97	6321.67	3797.79	5331.46	5720.35	3198.13
K00851	118	105	633	197.12	103	253	960	4839	524	169	271	689	181	336	102	399	101	89	34	145	581.67	1022.67	1195.17	280	200	623	233.5	567	2036.5	1209	123	1152	120	497	1187	1563	299.16	1255	495	310	1363	542.66	383	170	200	1763.83	666	859	659.33	596	1132	250.33	154.5	139.5	206	178	247.5	709.83	3	382	423	73	413.33	338.33	284	144	404	1359.33	72	111	419.3	794	445.25	47	1151.67	514	198	610	315	58	164	613	442	158.5	108	361.33	603.5
K00852	4975.68	2147.96	1821.28	6022.87	5141.08	7000.74	4599.3	5789.62	4268.1	2243.1	3065.05	4244.62	2166.09	5087.95	3471	940.47	2351.53	5449.13	2649.55	1364.75	3273.82	3577.95	4074.4	4244.48	1753.63	3104.97	6319.13	3596.7	5438.9	5041.8	4353.2	7081.7	2654.52	2082.73	3207.41	7229.18	4632.76	3638.42	3475.87	5258.58	3640.57	3822.82	5508.25	3224.27	5046.25	5057.68	5169.73	3407.65	6863.42	4158.64	4841.42	4375.7	2913.3	7143.66	2110.33	2304	1233.08	3487.66	5655.23	1556.55	4828.85	3089.3	4736.67	7218	4737.2	5312.99	3690.44	5835.2	2899.62	3161.68	3993.13	3330.53	4272.33	5674.87	7346.65	6587.1	1743.32	2609.66	892.92	5556.84	6367.95	2762.1	5594.21	1574.82	4717.33	5126.83	2591.7
K00853	229	189	713	252.12	94.5	405.67	1093	4989.33	241	169	489	799	535.67	199	1083	495	111	318	98	100	684	996.67	1186.17	282	186	716	693	298	2028	1323	287	1222	183	491	1201	1660	443.83	1369.67	528	271.33	1393	562	399.33	227	376	1737.83	804.33	1032	693.67	890.34	1226	151	241.5	263.83	194	376	240.5	778.83	32	241	473	75	440	273.33	425	184.33	233.67	1423.33	519	97	433.5	756	170.58	393.67	1180.67	650	207	677	354	181.67	341	437	417.33	167	653.33	535.33	693.5
K00855	5	0	2	4.33	0	0	3	0	0	2	4	0	0	89	0	26	327	0	0	0	9.67	0	3.67	0	0	2	11	72	21	0	0	0	0	0	0	0	11.33	0	2	0	0	28.33	0	0	73	61	0	424	2.33	1	6	37.33	0	0	128	106	0	101.83	0	760	0	0	1.33	92	0	2	11	0	1	129	1	0	0	3	0	0	605	3	18	37	6	6	0	1589.5	0	0.33	6
K00856	455	406.33	270.83	698.08	80.67	336	100	173.5	257	137.5	206.5	44.67	39	257	1579	132.24	503.33	372	187.49	76	132.67	55.67	455.01	78.33	35	36.5	457.5	661.33	140.17	382.33	1029.5	234.33	714	104.5	910.5	43	203.33	170.66	218	109	193	195.33	50	51	102.17	139	142.5	609.09	236.58	2361	83	361.33	114	377.33	176	298.17	115	253.83	77.33	1063	390	4584.83	440.33	219.67	729	450.5	849.33	49.67	1159	1879.17	70.8	706	527.34	236.58	381	27.33	675	278	184	610	75	231.34	881.34	1615.84	711.33	151.33	116.33
K00857	190.91	1209.58	730.5	742.29	164.08	452.09	1814.5	5092.17	329.75	274.58	746.83	844.17	457.33	478.75	1600.75	1501.5	698.67	365.5	174.17	362.08	818.34	1115.59	1709.59	378	272.83	2104.92	740.67	1150	2130.34	1368.75	2063.5	1288	1047.75	625.5	1254.91	1738.92	409.33	2122.58	1424.42	773.25	1736.17	1647.91	649.83	249.76	776.92	1980.41	777.75	2875.67	1174.99	751.25	1384	452.33	482	158.16	398	561.75	468	808.99	554.17	1379.75	1177.08	171.75	981.41	522.75	483.83	512.09	922.92	1434.41	1178.67	316.75	709.5	938.91	457.84	254.5	1624.58	1651.25	969.08	880.83	1629.33	225.58	684.17	1749	813.67	2176.83	421.25	900.32	703.33
K00858	5547.44	3300.87	3414.32	6783.12	5499.68	7500.33	4936.97	7171.19	5352.1	3398.73	4050.98	4868.96	3445.92	5991.45	4730.4	2187.96	4586.63	6679.43	4756.46	2728.88	4114.99	4024.99	5128.27	4846.71	2963.31	4267.14	7270.8	5204.68	5862.32	5857.53	5855.7	7245.63	3284.12	2565.23	3820.74	7546.05	5130.46	4462.23	4253.09	6202.78	4612.44	5137.58	5859.03	4946.18	5968.09	5483.91	5926.23	5169.49	7274.13	5129.39	5704.32	5168.23	4624.13	7725.92	2687.03	4101.37	1744.88	4962.82	5992.31	3379.35	5753.48	4013.73	5334.83	7726.84	5187.13	6128.83	4405.59	6249.6	3501.39	3970.65	4599.63	3877.09	4862.01	6495.4	7844.11	6765.43	3356.95	3250.06	1356.25	6520.82	7502.12	4595.47	6168.67	3455.79	5336.96	5716.35	3306.63
